ID	TD1	TD2	BM1	TD3	BM2	BM3	TD4	TD5	TD6	BM4	TD7	TD8	BM5	TD9	BM6	BM7	BM8	BM9	TD10	BM10
UniRef50_B8ZPG7: 4-hydroxy-tetrahydrodipicolinate synthase	5.00705e-05	0.000151081	0.000129973	3.78593e-05	0.000179205	0.000212424	6.85569e-05	5.00819e-05	8.91506e-05	0.000198677	3.63458e-05	2.93508e-05	0.000142509	3.77301e-05	0.000131675	0.000203918	0.000187115	0.000198777	6.31697e-05	0.000117109
UniRef50_B9DV71: ABC transporter ATP-binding protein	1.81224e-05	0.000135747	1.51204e-06	5.58221e-06	4.88695e-07	2.89967e-07	3.82893e-05	1.86612e-05	3.62954e-05	7.14778e-06	1.97442e-05	1.4116e-05	6.01001e-06	7.83905e-06	5.03486e-06	1.11562e-05	1.44294e-06	3.83228e-07	9.76195e-06	1.07425e-05
UniRef50_B9E8E3: 3-hydroxyacyl-[acyl-carrier-protein] dehydratase FabZ|g__Granulicatella.s__Granulicatella_adiacens	1.39466e-05	1.51269e-05	5.89603e-07	5.80098e-06	0	0	1.21101e-05	8.18843e-06	1.21148e-05	1.96412e-06	1.4702e-05	3.40035e-06	1.72049e-06	3.92569e-06	7.00197e-07	0	3.25618e-07	7.42289e-07	1.36969e-05	1.20593e-06
UniRef50_B9E8I0: S-ribosylhomocysteine lyase|g__Gemella.s__Gemella_haemolysans	2.39419e-07	0	8.05388e-06	5.05074e-08	5.48659e-05	1.1072e-05	5.96579e-08	0	2.91089e-07	1.60689e-05	3.44014e-07	0	5.39886e-05	1.30516e-07	2.45467e-06	4.87363e-06	3.73837e-06	1.89958e-05	7.93916e-08	1.85808e-05
UniRef50_B9E8X3: Nucleoid-associated protein MCCL_1934|g__Gemella.s__Gemella_haemolysans	1.39666e-07	4.35257e-07	8.01083e-06	2.16329e-07	3.1396e-05	1.1387e-05	0	0	2.36232e-07	5.06766e-06	5.80354e-07	0	4.93299e-05	0	0	7.99395e-06	4.91334e-07	2.82171e-05	6.74285e-08	1.66304e-05
UniRef50_B9MKF3: DNA-directed RNA polymerase subunit alpha|g__Streptococcus.s__Streptococcus_australis	2.05023e-05	6.00678e-07	1.27304e-06	2.89382e-05	0	7.01305e-07	8.14762e-08	1.94794e-06	0	1.2892e-06	7.47024e-08	4.01159e-07	2.72821e-06	2.17652e-05	5.55156e-07	0	1.56144e-06	5.88529e-07	4.20423e-05	3.1871e-06
UniRef50_C0EMZ2|g__Neisseria.s__Neisseria_flavescens	3.13086e-05	0	0	8.42289e-06	0	1.5603e-06	2.74499e-06	3.34404e-05	5.70656e-06	8.83799e-06	0.000113645	1.86474e-06	0	1.53183e-05	0	0	0	0	4.66514e-07	0
UniRef50_C0EN51|g__Neisseria.s__Neisseria_flavescens	2.03878e-05	0	0	4.74051e-06	0	0	3.32641e-06	2.48301e-05	0	9.77976e-06	5.07238e-05	2.11059e-06	0	0	0	0	1.7847e-06	0	0	0
UniRef50_C0EPK7: Cold-shock DNA-binding domain protein|g__Neisseria.s__Neisseria_flavescens	6.62204e-06	0	0	3.63601e-06	0	0	2.89539e-06	2.39541e-05	4.83252e-06	8.14903e-06	5.69154e-05	1.60702e-06	2.27351e-06	4.00245e-06	0	0	1.41707e-06	1.08413e-06	6.47668e-08	0
UniRef50_C0EPL0|g__Neisseria.s__Neisseria_flavescens	3.17721e-05	0	0	1.38012e-05	0	2.34045e-06	1.13609e-05	0.000101037	1.96049e-07	5.38902e-06	0.000206393	7.34911e-06	8.68066e-06	2.86557e-05	0	0	9.32703e-07	0	2.04193e-06	0
UniRef50_C0EQQ0|g__Neisseria.s__Neisseria_flavescens	4.52832e-05	0	0	1.2719e-05	0	1.53275e-06	7.17257e-06	7.56556e-05	3.88548e-05	2.02481e-05	0.000204846	3.6386e-06	0	2.5449e-05	0	0	3.43934e-06	0	5.78935e-07	0
UniRef50_C0R1P9: Extracellular solute-binding protein, family 3|g__Fusobacterium.s__Fusobacterium_periodonticum	2.30501e-05	0	4.66979e-07	1.53379e-05	0	6.87964e-07	5.08737e-06	1.39453e-06	6.30167e-07	4.23275e-07	7.70461e-07	8.40778e-06	0	2.94287e-05	3.70104e-07	0	1.52203e-06	7.31423e-07	1.65927e-05	7.26332e-07
UniRef50_C1C9Q5: Gp45|g__Streptococcus.s__Streptococcus_mitis_oralis_pneumoniae	0	0	3.18527e-05	1.62961e-06	0	7.97249e-07	1.12051e-05	0	6.55949e-07	1.86132e-05	1.19007e-05	0	0	7.03513e-07	3.93528e-06	0	0	0	3.94473e-05	3.44597e-05
UniRef50_C1C9S6	2.1779e-06	1.49631e-06	0.000110664	3.37171e-07	9.75782e-05	6.19252e-05	1.88189e-07	4.48816e-08	0	4.00996e-05	4.00995e-07	0	8.58153e-06	3.58323e-07	5.12551e-05	0.000303547	5.41839e-05	0.000128713	1.01657e-07	1.8975e-05
UniRef50_C1CD32: Pneumococcal surface protein, putative	4.18112e-06	3.65327e-08	6.83146e-08	5.30422e-07	0	7.83649e-06	0	0	1.11881e-07	0	0	0	0	0	1.63224e-06	9.97675e-05	0	4.29005e-05	2.06818e-08	2.14717e-06
UniRef50_C1CG48	1.31745e-05	2.65177e-06	0.000255182	4.0729e-06	0.000227373	0.000235748	1.39221e-05	3.96858e-07	6.73642e-06	0.000203489	4.52301e-06	1.32792e-06	0.000178675	4.11805e-06	7.34312e-05	0.000416188	0.000389379	0.000293092	2.27856e-06	0.000129072
UniRef50_C1CJP1: MutT/nudix family protein|g__Streptococcus.s__Streptococcus_infantis	2.33707e-05	3.20506e-05	1.46465e-06	2.92566e-05	0	4.84864e-07	1.20193e-05	1.17425e-05	2.58509e-05	4.33308e-06	9.94674e-06	1.21508e-05	4.25804e-06	1.54029e-05	0	2.24461e-06	8.11245e-07	0	2.16937e-05	3.3298e-07
UniRef50_C1CR37: Choline kinase|g__Streptococcus.s__Streptococcus_infantis	2.06864e-05	5.90763e-06	1.27491e-07	1.56872e-05	0	8.85751e-07	1.07415e-05	8.51518e-06	1.34026e-05	4.24011e-06	1.00522e-05	1.41263e-05	7.43092e-07	1.14903e-05	3.00084e-07	3.50656e-06	1.70085e-06	6.38723e-07	1.5142e-05	1.72276e-07
UniRef50_C3AF10: WXG domain protein	1.01876e-05	2.66486e-06	3.39909e-06	1.03607e-05	0	2.58244e-05	1.02455e-05	1.02157e-06	5.5847e-06	1.13892e-06	3.26747e-06	1.29512e-06	0	1.53398e-05	1.70909e-05	8.93527e-06	1.08432e-06	8.24321e-06	5.9394e-06	0
UniRef50_C3KUZ6	2.68543e-05	9.52347e-05	2.51316e-05	7.92463e-05	0.000107552	2.11911e-06	4.79502e-05	7.18519e-05	1.50616e-05	8.76985e-06	1.05748e-05	2.46516e-05	6.45749e-05	8.81318e-06	0.000135653	4.44265e-05	8.66434e-06	7.41149e-05	5.87587e-05	5.08577e-05
UniRef50_C3PKR6: PTS system, sucrose-specific IIBC component	8.75989e-06	5.23336e-05	1.74854e-06	7.44664e-05	4.29233e-06	6.69391e-07	4.1225e-05	2.37728e-05	1.96519e-05	1.39208e-05	4.61972e-05	5.13968e-05	3.90674e-06	2.65795e-05	1.95714e-06	1.38565e-05	1.04133e-06	2.74291e-06	1.5056e-05	5.88691e-06
UniRef50_C4Z7M4: Ubiquinone/menaquinone biosynthesis methyltransferase|g__Streptococcus.s__Streptococcus_salivarius	3.24024e-06	1.20385e-05	1.89514e-07	7.63062e-06	0	3.76624e-07	1.89405e-05	4.14433e-05	5.67851e-06	1.25886e-06	1.67971e-05	1.85486e-06	0	5.41262e-06	0	4.91665e-06	4.20072e-07	9.49795e-07	1.00701e-05	0
UniRef50_C5BYH4: Signal transduction histidine kinase	1.42432e-06	6.11251e-06	6.95734e-08	1.94702e-05	2.72402e-06	7.13862e-08	2.6739e-05	9.38063e-06	3.72197e-06	2.69849e-06	1.73267e-05	3.8386e-05	1.39151e-05	2.14019e-05	4.00352e-06	6.59891e-07	5.58869e-07	5.0272e-06	6.29539e-06	4.70585e-06
UniRef50_C5NUR3: Diphosphomevalonate decarboxylase|g__Gemella.s__Gemella_haemolysans	8.12197e-07	2.86319e-07	1.63839e-05	1.42406e-07	5.3254e-05	1.41021e-05	8.54143e-08	0	6.6506e-08	2.87469e-05	3.49236e-07	3.19404e-08	8.92217e-05	3.56746e-07	7.15807e-06	1.56288e-05	4.03639e-06	3.15526e-05	1.45307e-07	2.18231e-05
UniRef50_C5NVC8: Cell cycle protein, FtsW/RodA/SpoVE family|g__Gemella.s__Gemella_haemolysans	2.78193e-07	1.53705e-07	1.01473e-05	1.79626e-07	4.09096e-05	9.10302e-06	1.95336e-08	0	6.89124e-08	1.27955e-05	2.15993e-07	2.19135e-08	6.25534e-05	2.04861e-07	3.54109e-06	6.87953e-06	2.94786e-06	2.18115e-05	7.47688e-08	2.08338e-05
UniRef50_C5NVQ7: YhgE/Pip domain protein	3.51171e-07	1.92274e-07	9.28047e-06	8.8188e-08	6.00443e-05	7.76764e-06	1.10225e-08	0	1.78094e-07	2.05364e-05	1.06594e-07	6.18274e-09	4.39092e-05	6.79336e-08	6.25067e-06	5.87694e-06	3.27963e-06	2.7273e-05	6.68473e-08	2.72004e-05
UniRef50_C5NVS2: ROK family protein|g__Gemella.s__Gemella_haemolysans	2.73813e-07	4.69344e-07	1.42696e-05	1.84877e-07	6.66161e-05	1.29469e-05	8.96318e-08	0	2.82191e-07	2.9712e-05	2.50875e-07	1.01569e-07	9.10582e-05	2.53867e-07	9.72297e-06	7.94043e-06	4.28801e-06	3.4205e-05	1.15818e-07	2.91119e-05
UniRef50_C5NVU2|g__Gemella.s__Gemella_haemolysans	1.52633e-07	1.32899e-07	1.21064e-05	1.80824e-07	7.18549e-05	1.21764e-05	5.88989e-08	0	1.40668e-07	2.25815e-05	2.46922e-07	0	1.57223e-05	1.89657e-07	1.19457e-05	6.93335e-06	2.50157e-06	2.1422e-05	2.27209e-07	2.55911e-05
UniRef50_C5NVZ3: DJ-1 family protein|g__Gemella.s__Gemella_haemolysans	2.49596e-07	2.19043e-07	8.55275e-06	2.97549e-07	4.27482e-05	7.61937e-06	1.4558e-07	0	5.56139e-08	1.80044e-05	6.72558e-08	5.44392e-08	8.40969e-05	1.01786e-07	2.9329e-06	7.52488e-06	3.65341e-06	2.38373e-05	2.16704e-07	2.12024e-05
UniRef50_C5NW07	2.73061e-07	2.68246e-07	1.13477e-05	1.61777e-07	4.53553e-05	1.34309e-05	5.48871e-08	0	1.598e-07	1.9742e-05	2.43538e-07	7.15997e-08	5.3776e-05	2.32037e-07	8.8246e-06	6.16312e-06	1.86455e-06	2.38815e-05	5.28378e-08	2.03337e-05
UniRef50_C5NXP4	2.33746e-06	3.0402e-06	1.97727e-06	2.50796e-06	2.92693e-05	2.23627e-05	3.60216e-06	3.67847e-06	3.45546e-06	1.28141e-05	4.39482e-06	1.48247e-06	8.15274e-05	3.38141e-06	1.11507e-05	0	1.35875e-06	1.40976e-05	4.99041e-06	1.12435e-05
UniRef50_C5NYD2	1.36395e-06	8.11229e-08	4.09766e-06	3.4375e-07	1.93037e-05	6.88548e-06	2.41117e-08	0	1.63343e-06	5.52903e-06	6.46113e-07	1.18472e-06	3.81881e-05	2.27097e-07	1.1708e-05	5.67611e-06	2.05291e-06	3.65535e-05	1.62486e-06	4.30884e-06
UniRef50_C5NYD9: Putative toxin-antitoxin system, antitoxin component, ribbon-helix-helix domain protein|g__Gemella.s__Gemella_haemolysans	2.07124e-07	0	5.09411e-06	1.88e-07	4.55677e-05	1.0006e-05	1.83708e-07	0	0	1.3986e-05	2.5611e-07	0	4.09157e-05	1.82527e-07	0	0	8.40144e-07	1.59493e-05	0	1.75395e-05
UniRef50_C5TJ65|g__Neisseria.s__Neisseria_flavescens	1.65436e-05	0	0	2.78245e-06	0	0	3.34773e-06	2.77499e-05	8.17206e-06	1.56702e-06	5.90936e-05	3.54412e-06	0	4.87486e-06	0	0	0	0	2.38175e-07	0
UniRef50_C5TQ56	1.31153e-05	0	0	4.35535e-06	0	0	2.30563e-06	1.75407e-05	1.00731e-05	4.3436e-06	5.64276e-05	9.42291e-07	0	7.60242e-06	0	0	7.10058e-07	0	9.97759e-08	0
UniRef50_C6AKJ8: Glucose-1-phosphatase (G1Pase)|g__Haemophilus.s__Haemophilus_pittmaniae	4.0634e-05	0	0	1.80806e-05	0	0	0	0	2.78201e-05	0	0	0	0	0	0	0	1.57764e-05	0	0	0
UniRef50_C6M6G9|g__Neisseria.s__Neisseria_flavescens	8.3206e-06	0	0	3.93144e-06	0	3.85819e-07	1.97154e-06	2.14955e-05	1.10154e-05	5.60931e-06	4.05067e-05	7.1885e-07	1.15742e-06	5.57585e-06	0	0	8.80471e-07	0	3.28152e-07	0
UniRef50_C6MA45: Type VI secretion protein IcmF	4.33652e-05	0	2.09685e-06	3.45026e-06	5.1007e-06	5.68366e-08	8.74691e-06	6.69454e-05	1.56644e-06	1.27601e-06	9.25788e-09	4.28388e-06	2.31615e-06	6.31136e-08	1.55873e-05	0	9.84938e-07	2.57258e-06	1.04968e-06	0
UniRef50_C6R380|g__Rothia.s__Rothia_mucilaginosa	0	0	0	0.000116357	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
UniRef50_C6R4A4: Transcriptional regulator, Rrf2 family|g__Rothia.s__Rothia_mucilaginosa	0	6.15196e-05	0	1.40583e-07	0	0	0	0	8.09105e-06	5.51317e-06	6.01037e-05	0	0	5.97787e-07	0	0	0	0	2.20882e-05	0
UniRef50_C6R5C7	1.4571e-05	2.86159e-05	1.70525e-06	6.40336e-05	3.97743e-06	0	6.14111e-06	1.12401e-05	1.81341e-05	2.7636e-06	9.59435e-06	8.77638e-06	0	3.20629e-06	0	5.11972e-06	0	0	1.81646e-05	2.77759e-06
UniRef50_C6S8I9|g__Neisseria.s__Neisseria_subflava	3.70446e-05	0	1.39542e-07	6.39539e-06	0	9.71903e-07	8.74969e-06	6.74446e-05	1.36555e-05	8.12247e-06	7.89992e-05	3.91958e-06	1.62195e-06	7.78233e-06	0	0	1.23686e-06	0	1.29891e-06	0
UniRef50_C6ST49|g__Streptococcus.s__Streptococcus_parasanguinis	1.47894e-05	0.000135643	1.77877e-06	3.75811e-07	0	0	4.07836e-05	1.90143e-05	3.06729e-05	4.29859e-06	1.55163e-05	1.29541e-05	0	2.0598e-06	0	1.6902e-05	0	0	9.12906e-06	0
UniRef50_C7NC01: Sec-independent translocation protein mttA/Hcf106|g__Gemella.s__Gemella_haemolysans	8.69139e-07	0	1.76854e-05	2.4675e-07	7.74931e-05	1.23314e-05	0	0	0	2.01975e-05	0	0	7.04933e-05	0	9.30047e-06	3.23679e-05	6.53815e-06	2.55967e-05	1.53821e-07	2.26116e-05
UniRef50_C7NC81: Transcription termination/antitermination protein NusG	2.88309e-05	2.50713e-06	9.32047e-07	2.16445e-05	6.52605e-07	2.39842e-06	8.83021e-06	4.83371e-06	1.79719e-06	9.2755e-06	2.70038e-06	2.78972e-05	0	3.78328e-05	4.81103e-06	1.57394e-06	1.97265e-06	9.82587e-07	2.31716e-05	9.86395e-06
UniRef50_C9LYG0: Lipoprotein|g__Veillonella.s__Veillonella_sp_oral_taxon_158	0	0	0	5.5225e-05	0	0	0	0	0	0	7.58544e-06	1.49821e-05	0	5.97362e-05	0	0	0	0	0	0
UniRef50_C9MQ96|g__Prevotella.s__Prevotella_melaninogenica	1.01965e-05	8.47312e-06	0	2.26069e-06	0	8.31139e-07	1.22099e-05	2.23246e-05	5.71568e-05	2.97739e-06	9.22561e-06	4.58096e-05	3.91106e-06	1.08837e-05	0	4.66541e-06	1.86541e-07	0	3.61251e-05	6.73884e-07
UniRef50_C9R4V3: Integral membrane protein	0.000135895	1.53493e-05	1.37753e-05	0.000123211	9.06054e-05	1.03086e-05	2.28854e-05	6.65088e-05	8.45614e-05	8.95782e-06	2.76435e-05	3.64558e-06	3.16314e-06	4.70118e-05	5.41667e-05	2.36704e-06	1.93473e-05	1.49725e-05	7.41015e-05	3.67352e-05
UniRef50_C9R7C9: Cof protein	3.62185e-05	3.46034e-06	7.67236e-06	2.0708e-05	0	8.6437e-07	4.72302e-06	1.48683e-05	1.98192e-05	5.04877e-06	5.72571e-06	8.14949e-07	0	8.8747e-06	5.46839e-06	0	8.60462e-07	1.47132e-06	1.81535e-05	6.64235e-06
UniRef50_D0BJC8	6.97766e-06	8.86536e-06	4.64246e-06	2.62026e-06	0	3.37797e-07	7.13765e-06	4.41881e-06	7.13941e-06	1.52379e-06	9.37389e-06	1.60186e-06	0	1.91062e-06	3.1805e-06	3.02761e-06	0	1.84494e-05	6.69836e-06	1.24736e-05
UniRef50_D1BLK8	6.12715e-06	3.4402e-05	2.05814e-07	7.95082e-07	1.65557e-06	2.05661e-07	5.78009e-05	6.06015e-06	1.38055e-05	3.72406e-06	1.77934e-05	6.60165e-05	6.55821e-06	1.13861e-05	6.87405e-06	1.04953e-05	3.4646e-07	5.21481e-07	8.53573e-07	7.06003e-07
UniRef50_D1BLK9|g__Veillonella.s__Veillonella_atypica	8.70392e-06	4.88975e-05	4.25892e-07	1.31889e-06	6.64996e-07	6.1352e-07	9.26449e-05	9.27383e-06	2.09051e-05	4.13098e-06	2.03953e-05	0.000108568	8.48335e-06	1.38723e-05	0	7.57901e-06	0	0	1.8881e-06	8.47203e-07
UniRef50_D1BLV5|g__Veillonella.s__Veillonella_dispar	1.01128e-05	3.53403e-05	0	0	0	7.07186e-07	3.74999e-05	2.43266e-05	2.21709e-05	3.70252e-06	1.60738e-05	3.66196e-05	1.37392e-06	1.68548e-06	0	3.24203e-06	1.31179e-07	0	7.55965e-06	0
UniRef50_D1BM45: Methyltransferase type 12|g__Veillonella.s__Veillonella_dispar	6.16215e-06	1.52957e-05	2.0089e-07	1.61363e-07	0	0	2.9208e-05	7.80869e-06	1.75213e-05	5.9951e-07	1.07557e-05	4.07852e-05	7.81082e-07	1.32075e-06	0	6.17419e-07	1.49537e-07	0	1.27713e-06	9.12462e-08
UniRef50_D1BMP3: DNA protecting protein DprA	2.10336e-05	3.82621e-05	8.71056e-07	2.2148e-05	0	3.40674e-07	4.50827e-05	2.56732e-05	2.66061e-05	7.2296e-06	1.51719e-05	4.38382e-05	1.31206e-05	2.41825e-05	1.27542e-05	8.78298e-06	8.74254e-07	6.57399e-07	2.80214e-05	3.54658e-06
UniRef50_D1BMP3: DNA protecting protein DprA|g__Veillonella.s__Veillonella_dispar	1.51075e-05	3.03422e-05	3.48423e-07	3.83388e-06	0	2.54598e-07	3.49508e-05	2.01896e-05	2.0923e-05	2.93784e-06	9.9628e-06	2.10499e-05	4.04343e-06	8.29002e-06	0	4.02386e-06	2.91418e-07	0	2.09783e-05	5.88113e-07
UniRef50_D1BMT8: Mini-ribonuclease 3|g__Veillonella.s__Veillonella_parvula	1.03085e-05	1.65606e-05	2.48527e-07	7.04559e-07	1.56291e-06	0	2.18507e-05	1.1986e-05	1.2841e-05	5.48034e-06	1.02556e-05	1.93308e-05	5.78711e-06	1.66387e-06	8.74717e-06	1.15064e-05	5.61821e-07	1.22855e-06	8.96574e-06	2.21466e-06
UniRef50_D1BMW8: Cell wall hydrolase/autolysin|g__Veillonella.s__Veillonella_dispar	1.37809e-05	4.044e-05	0	2.17272e-07	0	4.981e-07	4.84448e-05	2.55431e-05	2.5635e-05	2.02008e-06	1.79774e-05	4.37083e-05	1.73811e-06	2.42e-06	0	7.3847e-06	5.5721e-07	0	1.34339e-05	2.72901e-07
UniRef50_D1BN76: Auxin Efflux Carrier|g__Veillonella.s__Veillonella_dispar	1.05542e-05	4.15777e-05	1.04657e-07	1.26134e-07	0	6.28108e-07	4.77033e-05	2.68909e-05	2.46415e-05	4.47528e-06	1.37725e-05	4.60287e-05	1.80911e-06	2.14075e-06	0	4.80774e-06	1.16588e-07	0	7.16506e-06	4.27662e-07
UniRef50_D1BN97	1.26317e-05	2.37574e-05	0	2.76694e-05	0	0	3.1751e-05	1.48982e-05	1.38883e-05	6.15282e-06	1.15707e-05	2.67859e-05	3.13073e-06	3.16428e-05	1.76953e-05	0	1.79764e-06	1.35072e-06	1.84236e-05	3.624e-06
UniRef50_D1BNY6|g__Veillonella.s__Veillonella_parvula	8.49554e-06	8.52188e-06	0	9.63407e-06	0	0	2.11423e-05	8.78314e-06	9.60857e-07	2.63883e-06	2.49252e-06	1.11574e-05	3.44098e-06	1.70292e-05	2.10059e-06	2.12923e-06	5.80384e-07	7.42289e-07	1.85256e-06	8.03953e-07
UniRef50_D1BQ14|g__Veillonella.s__Veillonella_parvula	9.14539e-06	3.02302e-05	3.37288e-07	5.58785e-06	1.35749e-06	1.69335e-07	2.22206e-05	2.3786e-05	1.85564e-05	6.46591e-06	6.99693e-06	1.24614e-05	2.95249e-06	7.34992e-06	1.24186e-05	3.90657e-06	3.77561e-07	1.91614e-06	1.66653e-05	3.45887e-07
UniRef50_D1BQF0: TonB-dependent receptor|g__Veillonella.s__Veillonella_parvula	1.55313e-05	2.19691e-05	4.43948e-07	6.02049e-07	7.09172e-07	1.66608e-07	3.24368e-05	1.81279e-06	4.33539e-06	6.72761e-06	8.28634e-07	2.79724e-06	7.10659e-06	5.46882e-07	1.36771e-05	7.18322e-06	3.7203e-07	3.07115e-06	8.84628e-06	4.07089e-06
UniRef50_D2NNP9: Translation initiation factor 3	1.62472e-05	4.89835e-05	1.57836e-06	6.22097e-05	3.59871e-06	7.44094e-07	2.528e-05	2.05119e-05	2.19829e-05	6.64694e-06	4.27016e-05	1.14847e-05	6.49807e-06	5.27389e-06	1.4027e-06	2.78396e-06	6.84317e-07	3.37187e-06	1.78578e-05	9.75992e-06
UniRef50_D2NNV5: Chromosome segregation ATPase	2.32442e-06	4.35506e-05	1.2709e-06	8.87505e-06	1.27903e-06	3.12657e-07	3.22553e-06	1.71386e-06	3.05346e-05	4.91155e-06	1.95114e-05	5.44749e-06	0	6.80326e-07	0	0	0	1.33974e-06	1.12799e-07	5.60888e-07
UniRef50_D2NNW5: Flagellar motor component	1.36195e-05	4.75275e-05	1.7095e-06	5.89308e-05	2.08023e-06	5.98031e-07	1.04342e-05	1.46117e-05	2.05646e-05	3.76247e-06	1.88314e-05	8.95513e-06	2.71399e-07	4.55646e-06	6.60815e-07	8.05728e-06	2.05633e-07	1.40447e-06	1.9243e-05	2.01315e-06
UniRef50_D2NPQ3: Dihydrodipicolinate synthase /N-acetylneuraminate lyase	1.12303e-05	4.06491e-05	1.66723e-06	6.18988e-05	1.35571e-06	7.24037e-07	1.98528e-05	2.12048e-05	1.76208e-05	4.27309e-06	3.67208e-05	1.14328e-05	6.40854e-07	4.47278e-06	4.95699e-07	6.8106e-06	3.62936e-07	2.13763e-06	1.37103e-05	5.31398e-06
UniRef50_D2NPW6: Predicted membrane protein|g__Rothia.s__Rothia_mucilaginosa	5.73321e-06	4.30769e-05	2.31931e-07	3.84062e-05	1.59484e-06	2.28603e-07	7.64673e-06	2.20841e-05	1.334e-05	3.88776e-06	1.55477e-05	8.64997e-06	0	3.02782e-06	0	4.65028e-06	1.32124e-07	1.57852e-06	9.2386e-06	1.18368e-06
UniRef50_D2NPY5: ABC-type Fe3+-siderophore transport system, permease component|g__Rothia.s__Rothia_mucilaginosa	1.04203e-05	3.33253e-05	1.32489e-06	5.97517e-05	2.64183e-06	5.78342e-07	5.86098e-06	1.30348e-05	3.04803e-06	1.48565e-06	1.32169e-05	8.43277e-06	9.60078e-07	3.33675e-06	5.81332e-07	1.14673e-05	0	1.66684e-06	1.25866e-05	2.90437e-06
UniRef50_D2NQ32: Cobalamin biosynthesis protein CobN	2.17239e-05	5.6044e-05	5.64199e-07	0	0	2.8867e-07	3.69618e-05	2.28728e-05	3.8716e-05	1.54526e-06	3.79023e-05	1.12713e-05	0	7.25625e-07	0	6.61415e-06	1.56334e-07	0	1.60153e-05	1.86173e-07
UniRef50_D2NQA9: DNA replication and repair protein RecF	1.50467e-05	5.05798e-05	1.96366e-06	5.65339e-05	1.02212e-06	4.70543e-07	7.88415e-06	1.42242e-05	2.08313e-05	4.58058e-06	1.28387e-05	1.16173e-05	9.11578e-07	4.8533e-06	5.67377e-07	7.91547e-06	4.38726e-07	3.04247e-06	1.57871e-05	4.23623e-06
UniRef50_D2NQD9: Transcriptional antiterminator	1.50143e-05	5.57425e-05	2.61681e-06	4.14618e-05	8.62076e-06	1.87768e-06	8.77868e-06	1.25847e-05	1.43925e-05	1.1562e-05	1.14101e-05	1.17146e-05	2.01444e-05	2.97805e-06	2.66747e-06	9.45577e-06	3.16304e-06	3.20613e-06	1.56515e-05	1.00711e-05
UniRef50_D2NQS9: DNA repair protein radA|g__Rothia.s__Rothia_mucilaginosa	4.82239e-06	1.88711e-05	9.38454e-07	3.80861e-05	6.96521e-07	1.43874e-07	9.76747e-06	1.27153e-05	6.00329e-06	2.27562e-06	2.45912e-05	5.46836e-06	4.16975e-07	1.10489e-06	0	2.68284e-06	2.45853e-07	1.4667e-06	7.34651e-06	1.77771e-06
UniRef50_D2NR63|g__Rothia.s__Rothia_mucilaginosa	1.43344e-05	5.00622e-05	1.77737e-06	6.63435e-05	2.264e-06	7.53198e-07	2.35998e-05	2.64941e-05	2.41656e-05	4.44084e-06	3.5337e-05	1.18584e-05	1.89019e-06	4.89565e-06	4.5966e-07	8.28962e-06	2.08973e-07	1.93634e-06	2.1947e-05	3.90759e-06
UniRef50_D2NRE9	9.12266e-06	6.75784e-06	1.37772e-06	5.30874e-06	0	0	1.69708e-05	1.98958e-05	1.71159e-05	2.14626e-06	1.94664e-05	3.53974e-06	0	2.00678e-07	0	4.58049e-06	0	6.28962e-07	2.23581e-05	1.15666e-06
UniRef50_D2NS75: Membrane protein involved in the export of O-antigen and teichoic acid	9.98516e-06	2.41075e-05	9.62823e-07	4.23524e-05	1.96025e-07	3.64645e-07	5.38176e-06	7.07822e-06	1.25156e-05	1.90962e-06	1.40579e-05	6.06622e-06	7.09516e-07	1.84389e-06	1.44464e-07	3.92891e-06	4.09395e-07	1.07604e-06	4.46968e-06	1.73714e-06
UniRef50_D2NS75: Membrane protein involved in the export of O-antigen and teichoic acid|g__Rothia.s__Rothia_mucilaginosa	9.98516e-06	2.41075e-05	9.62823e-07	3.99743e-05	1.96025e-07	3.64645e-07	1.12904e-06	4.45615e-06	1.25156e-05	1.90962e-06	5.0488e-06	6.06622e-06	7.09516e-07	1.84389e-06	1.44464e-07	3.92891e-06	4.09395e-07	1.07604e-06	3.84297e-06	1.73714e-06
UniRef50_D2NSQ8: Acyl-CoA thioesterase	7.62601e-06	2.70716e-05	1.03739e-06	4.25324e-05	3.09671e-06	5.89329e-07	8.74085e-06	1.18819e-05	1.18967e-05	5.0363e-06	2.38407e-05	5.81938e-06	8.91788e-06	2.46299e-06	0	1.17126e-05	4.07143e-07	3.67127e-06	9.21213e-06	7.21348e-06
UniRef50_D2NSW9: Predicted xylanase/chitin deacetylase	6.29849e-06	2.16134e-05	1.34995e-06	3.03695e-05	9.16308e-07	3.85951e-07	4.26193e-06	7.02864e-06	9.18555e-06	4.46338e-06	6.3336e-06	4.2714e-06	5.56777e-07	1.87836e-06	8.14576e-07	4.45985e-06	7.43606e-07	1.23311e-06	1.04011e-05	3.76135e-06
UniRef50_D2NT35: Shikimate 5-dehydrogenase|g__Rothia.s__Rothia_mucilaginosa	7.29244e-06	2.92986e-05	6.77196e-07	4.70123e-05	3.71708e-07	4.56343e-07	1.08581e-05	1.25008e-05	1.15699e-05	1.79523e-06	2.44119e-05	6.10094e-06	6.61575e-07	2.39154e-06	0	5.29215e-06	1.30711e-07	1.16481e-06	9.06691e-06	1.71072e-06
